,station id,station latitude,station longitude,station name,year
0,72.0,40.76727216,-73.99392888,W 52 St & 11 Ave,2018
1,79.0,40.71911552,-74.00666661,Franklin St & W Broadway,2018
2,82.0,40.71117416,-74.00016545,St James Pl & Pearl St,2018
3,83.0,40.68382604,-73.97632328,Atlantic Ave & Fort Greene Pl,2018
4,119.0,40.69608941,-73.97803415,Park Ave & St Edwards St,2018
5,120.0,40.68676793,-73.95928168,Lexington Ave & Classon Ave,2018
6,127.0,40.73172428,-74.00674436,Barrow St & Hudson St,2018
7,128.0,40.72710258,-74.00297088,MacDougal St & Prince St,2018
8,143.0,40.69239502,-73.99337909,Clinton St & Joralemon St,2018
9,144.0,40.69839895,-73.98068914,Nassau St & Navy St,2018
10,146.0,40.71625008,-74.0091059,Hudson St & Reade St,2018
11,150.0,40.720873600000004,-73.98085795,E 2 St & Avenue C,2018
12,151.0,40.72210379,-73.99724901,Cleveland Pl & Spring St,2018
13,157.0,40.69089272,-73.99612349,Henry St & Atlantic Ave,2018
14,164.0,40.75323098,-73.97032517,E 47 St & 2 Ave,2018
15,167.0,40.7489006,-73.97604882,E 39 St & 3 Ave,2018
16,168.0,40.73971301,-73.99456405,W 18 St & 6 Ave,2018
17,173.0,40.76068327,-73.98452729,Broadway & W 49 St,2018
18,174.0,40.7381765,-73.97738662,E 25 St & 1 Ave,2018
19,195.0,40.70905623,-74.01043382,Liberty St & Broadway,2018
20,212.0,40.74334935,-74.00681753,W 16 St & The High Line,2018
21,216.0,40.70037867,-73.99548059,Columbia Heights & Cranberry St,2018
22,217.0,40.70277159,-73.99383605,Old Fulton St,2018
23,223.0,40.73781509,-73.99994661,W 13 St & 7 Ave,2018
24,228.0,40.7546011,-73.97187886,E 48 St & 3 Ave,2018
25,229.0,40.72743423,-73.99379025,Great Jones St,2018
26,232.0,40.69597683,-73.99014892,Cadman Plaza E & Tillary St,2018
27,236.0,40.7284186,-73.98713956,St Marks Pl & 2 Ave,2018
28,237.0,40.73047309,-73.98672378,E 11 St & 2 Ave,2018
29,238.0,40.7361967,-74.00859207,Bank St & Washington St,2018
30,239.0,40.69196566,-73.9813018,Willoughby St & Fleet St,2018
31,241.0,40.68981035,-73.97493121,DeKalb Ave & S Portland Ave,2018
32,242.0,40.697787,-73.973736,Carlton Ave & Flushing Ave,2018
33,243.0,40.688226,-73.979382,Fulton St & Rockwell Pl,2018
34,244.0,40.69196035,-73.96536851,Willoughby Ave & Hall St,2018
35,245.0,40.69327018,-73.97703874,Myrtle Ave & St Edwards St,2018
36,247.0,40.73535398,-74.00483091,Perry St & Bleecker St,2018
37,248.0,40.72185379,-74.00771779,Laight St & Hudson St,2018
38,249.0,40.71870987,-74.0090009,Harrison St & Hudson St,2018
39,251.0,40.72317958,-73.99480012,Mott St & Prince St,2018
40,252.0,40.73226398,-73.99852205,MacDougal St & Washington Sq,2018
41,253.0,40.73543934,-73.99453948,W 13 St & 5 Ave,2018
42,254.0,40.73532427,-73.99800419,W 11 St & 6 Ave,2018
43,257.0,40.71939226,-74.00247214,Lispenard St & Broadway,2018
44,258.0,40.68940747,-73.96885458,DeKalb Ave & Vanderbilt Ave,2018
45,259.0,40.70122128,-74.01234218,South St & Whitehall St,2018
46,260.0,40.70365182,-74.01167797,Broad St & Bridge St,2018
47,261.0,40.69474881,-73.98362464,Johnson St & Gold St,2018
48,262.0,40.6917823,-73.97372990000001,Washington Park,2018
49,264.0,40.70706456,-74.00731853,Maiden Ln & Pearl St,2018
50,265.0,40.72229346,-73.99147535,Stanton St & Chrystie St,2018
51,266.0,40.72368361,-73.97574813,Avenue D & E 8 St,2018
52,267.0,40.75097711,-73.98765428,Broadway & W 36 St,2018
53,268.0,40.71910537,-73.99973337,Howard St & Centre St,2018
54,270.0,40.69308257,-73.97178913,Adelphi St & Myrtle Ave,2018
55,274.0,40.68691865,-73.976682,Lafayette Ave & Fort Greene Pl,2018
56,275.0,40.68650065,-73.96563307,Washington Ave & Greene Ave,2018
57,276.0,40.71748752,-74.0104554,Duane St & Greenwich St,2018
58,278.0,40.69766564,-73.98476437,Concord St & Bridge St,2018
59,279.0,40.707873,-74.00166999999999,Peck Slip & Front St,2018
60,280.0,40.73331967,-73.99510132,E 10 St & 5 Ave,2018
61,281.0,40.764397100000004,-73.97371465,Grand Army Plaza & Central Park S,2018
62,282.0,40.70764494,-73.96841526,Kent Ave & S 11 St,2018
63,285.0,40.73454567,-73.99074142,Broadway & E 14 St,2018
64,289.0,40.684568299999995,-73.95881081,Monroe St & Classon Ave,2018
65,291.0,40.713126,-73.984844,Madison St & Montgomery St,2018
66,293.0,40.73020661,-73.99102628,Lafayette St & E 8 St,2018
67,295.0,40.71406667,-73.99293911,Pike St & E Broadway,2018
68,296.0,40.71413089,-73.99704679999999,Division St & Bowery,2018
69,297.0,40.734232,-73.986923,E 15 St & 3 Ave,2018
70,298.0,40.68683208,-73.9796772,3 Ave & Schermerhorn St,2018
71,301.0,40.72217444,-73.98368779,E 2 St & Avenue B,2018
72,302.0,40.72082834,-73.97793172,Avenue D & E 3 St,2018
73,303.0,40.72362738,-73.99949601,Mercer St & Spring St,2018
74,304.0,40.70463334,-74.01361706,Broadway & Battery Pl,2018
75,305.0,40.76095756,-73.96724467,E 58 St & 3 Ave,2018
76,307.0,40.71427487,-73.98990025,Canal St & Rutgers St,2018
77,308.0,40.71307916,-73.99851193,St James Pl & Oliver St,2018
78,309.0,40.7149787,-74.013012,Murray St & West St,2018
79,310.0,40.68926942,-73.98912867,State St & Smith St,2018
80,311.0,40.7172274,-73.98802084,Norfolk St & Broome St,2018
81,312.0,40.722055,-73.989111,Allen St & Stanton St,2018
82,313.0,40.69610226,-73.96751037,Washington Ave & Park Ave,2018
83,314.0,40.69383,-73.990539,Cadman Plaza West & Montague St,2018
84,315.0,40.70355377,-74.00670227,South St & Gouverneur Ln,2018
85,316.0,40.70955958,-74.00653609,Fulton St & William St,2018
86,317.0,40.72453734,-73.98185424,E 6 St & Avenue B,2018
87,319.0,40.711065999999995,-74.009447,Fulton St & Broadway,2018
88,320.0,40.717571,-74.005549,Leonard St & Church St,2018
89,321.0,40.69991755,-73.98971773,Cadman Plaza E & Red Cross Pl,2018
90,322.0,40.696191999999996,-73.991218,Clinton St & Tillary St,2018
91,323.0,40.69236178,-73.98631746,Lawrence St & Willoughby St,2018
92,324.0,40.689888,-73.981013,DeKalb Ave & Hudson Ave,2018
93,325.0,40.73624527,-73.98473765,E 19 St & 3 Ave,2018
94,326.0,40.72953837,-73.98426726,E 11 St & 1 Ave,2018
95,327.0,40.715337899999994,-74.01658354,Vesey Pl & River Terrace,2018
96,328.0,40.72405549,-74.00965965,Watts St & Greenwich St,2018
97,330.0,40.71450451,-74.00562789,Reade St & Broadway,2018
98,331.0,40.71173107,-73.99193043,Pike St & Monroe St,2018
99,332.0,40.71219906,-73.97948148,Cherry St,2018
100,334.0,40.74238787,-73.99726235,W 20 St & 7 Ave,2018
101,335.0,40.72903917,-73.99404649,Washington Pl & Broadway,2018
102,336.0,40.73047747,-73.99906065,Sullivan St & Washington Sq,2018
103,337.0,40.703799200000006,-74.00838676,Old Slip & Front St,2018
104,339.0,40.72580614,-73.97422494,Avenue D & E 12 St,2018
105,340.0,40.71269042,-73.98776323,Madison St & Clinton St,2018
106,341.0,40.71782143,-73.97628939,Stanton St & Mangin St,2018
107,342.0,40.71739973,-73.98016555,Columbia St & Rivington St,2018
108,343.0,40.69794,-73.96986848,Clinton Ave & Flushing Ave,2018
109,344.0,40.6851443,-73.95380904,Monroe St & Bedford Ave,2018
110,345.0,40.73649403,-73.99704374,W 13 St & 6 Ave,2018
111,346.0,40.73652889,-74.00618026,Bank St & Hudson St,2018
112,347.0,40.728846000000004,-74.00859100000001,Greenwich St & W Houston St,2018
113,349.0,40.71850211,-73.98329859,Rivington St & Ridge St,2018
114,350.0,40.71559509,-73.9870295,Clinton St & Grand St,2018
115,351.0,40.70530954,-74.00612572,Front St & Maiden Ln,2018
116,353.0,40.68539567,-73.97431458,S Portland Ave & Hanson Pl,2018
117,354.0,40.69363137,-73.96223558,Emerson Pl & Myrtle Ave,2018
118,355.0,40.71602118,-73.99974372,Bayard St & Baxter St,2018
119,356.0,40.71622644,-73.98261206,Bialystoker Pl & Delancey St,2018
120,357.0,40.73261787,-73.99158043,E 11 St & Broadway,2018
121,358.0,40.73291553,-74.00711384,Christopher St & Greenwich St,2018
122,359.0,40.75510267,-73.97498696,E 47 St & Park Ave,2018
123,360.0,40.70717936,-74.00887308,William St & Pine St,2018
124,361.0,40.71605866,-73.99190759,Allen St & Hester St,2018
125,362.0,40.75172632,-73.98753523,Broadway & W 37 St,2018
126,363.0,40.70834698,-74.01713445,West Thames St,2018
127,364.0,40.68900443,-73.96023854,Lafayette Ave & Classon Ave,2018
128,365.0,40.68223166,-73.9614583,Fulton St & Grand Ave,2018
129,366.0,40.693261,-73.968896,Clinton Ave & Myrtle Ave,2018
130,368.0,40.73038599,-74.00214988,Carmine St & 6 Ave,2018
131,369.0,40.73224119,-74.00026394,Washington Pl & 6 Ave,2018
132,372.0,40.69454609,-73.95801365,Franklin Ave & Myrtle Ave,2018
133,373.0,40.69331716,-73.95381995,Willoughby Ave & Walworth St,2018
134,376.0,40.70862144,-74.00722156,John St & William St,2018
135,377.0,40.72243797,-74.00566443,6 Ave & Canal St,2018
136,379.0,40.749156,-73.9916,W 31 St & 7 Ave,2018
137,380.0,40.73401143,-74.00293877,W 4 St & 7 Ave S,2018
138,382.0,40.73492695,-73.99200509,University Pl & E 14 St,2018
139,383.0,40.735238,-74.000271,Greenwich Ave & Charles St,2018
140,386.0,40.71494807,-74.00234482,Centre St & Worth St,2018
141,387.0,40.71273266,-74.0046073,Centre St & Chambers St,2018
142,388.0,40.74971775,-74.00295035,W 26 St & 10 Ave,2018
143,389.0,40.71044554,-73.96525063,Broadway & Berry St,2018
144,390.0,40.69221589,-73.9842844,Duffield St & Willoughby St,2018
145,391.0,40.69760127,-73.99344559,Clark St & Henry St,2018
146,392.0,40.695065,-73.987167,Jay St & Tech Pl,2018
147,393.0,40.72299208,-73.97995466,E 5 St & Avenue C,2018
148,394.0,40.72521311,-73.97768752,E 9 St & Avenue C,2018
149,396.0,40.68034242,-73.95576894,Lefferts Pl & Franklin Ave,2018
150,397.0,40.68415748,-73.96922273,Fulton St & Clermont Ave,2018
151,398.0,40.69165183,-73.99997859999999,Atlantic Ave & Furman St,2018
152,399.0,40.68851534,-73.9647628,Lafayette Ave & St James Pl,2018
153,400.0,40.71926081,-73.98178024,Pitt St & Stanton St,2018
154,401.0,40.72019576,-73.98997825,Allen St & Rivington St,2018
155,402.0,40.740343200000005,-73.98955109,Broadway & E 22 St,2018
156,403.0,40.72502876,-73.99069656,E 2 St & 2 Ave,2018
157,405.0,40.739323,-74.008119,Washington St & Gansevoort St,2018
158,406.0,40.69512845,-73.99595065,Hicks St & Montague St,2018
159,407.0,40.700469,-73.991454,Henry St & Poplar St,2018
160,408.0,40.71076228,-73.99400398,Market St & Cherry St,2018
161,409.0,40.6906495,-73.95643107,DeKalb Ave & Skillman St,2018
162,410.0,40.72066442,-73.98517977,Suffolk St & Stanton St,2018
163,411.0,40.72228087,-73.97668709,E 6 St & Avenue D,2018
164,412.0,40.715815500000005,-73.99422366,Forsyth St & Canal St,2018
165,414.0,40.70281858,-73.98765762,Pearl St & Anchorage Pl,2018
166,415.0,40.7047177,-74.00926027,Pearl St & Hanover Square,2018
167,416.0,40.68753406,-73.97265183,Cumberland St & Lafayette Ave,2018
168,417.0,40.71291224,-74.01020234,Barclay St & Church St,2018
169,418.0,40.70224,-73.982578,Front St & Gold St,2018
170,419.0,40.69580705,-73.97355569,Carlton Ave & Park Ave,2018
171,420.0,40.68764484,-73.96968902,Clermont Ave & Lafayette Ave,2018
172,421.0,40.69573398,-73.97129668,Clermont Ave & Park Ave,2018
173,422.0,40.770513,-73.988038,W 59 St & 10 Ave,2018
174,423.0,40.76584941,-73.98690506,W 54 St & 9 Ave,2018
175,426.0,40.71754834,-74.01322069,West St & Chambers St,2018
176,427.0,40.701907,-74.013942,Bus Slip & State St,2018
177,432.0,40.72621788,-73.98379855,E 7 St & Avenue A,2018
178,433.0,40.72955361,-73.98057249,E 13 St & Avenue A,2018
179,435.0,40.74173969,-73.99415556,W 21 St & 6 Ave,2018
180,436.0,40.68216564,-73.95399026,Hancock St & Bedford Ave,2018
181,437.0,40.68098339,-73.95004798,Macon St & Nostrand Ave,2018
182,438.0,40.72779126,-73.98564945,St Marks Pl & 1 Ave,2018
183,440.0,40.75255434,-73.97282625,E 45 St & 3 Ave,2018
184,441.0,40.756014,-73.967416,E 52 St & 2 Ave,2018
185,442.0,40.746646999999996,-73.993915,W 27 St & 7 Ave,2018
186,443.0,40.70853074,-73.96408963,Bedford Ave & S 9 St,2018
187,445.0,40.72740794,-73.98142006,E 10 St & Avenue A,2018
188,446.0,40.74487634,-73.99529885,W 24 St & 7 Ave,2018
189,447.0,40.76370739,-73.9851615,8 Ave & W 52 St,2018
190,448.0,40.75660359,-73.9979009,W 37 St & 10 Ave,2018
191,450.0,40.76227205,-73.98788205,W 49 St & 8 Ave,2018
192,453.0,40.74475148,-73.99915362,W 22 St & 8 Ave,2018
193,454.0,40.75455731,-73.96592976,E 51 St & 1 Ave,2018
194,455.0,40.75001986,-73.96905301,1 Ave & E 44 St,2018
195,456.0,40.75971079999999,-73.97402311,E 53 St & Madison Ave,2018
196,457.0,40.76695317,-73.98169333,Broadway & W 58 St,2018
197,458.0,40.751396,-74.00522600000001,11 Ave & W 27 St,2018
198,459.0,40.746745000000004,-74.007756,W 20 St & 11 Ave,2018
199,460.0,40.71285887,-73.96590294,S 4 St & Wythe Ave,2018
200,461.0,40.73587678,-73.98205027,E 20 St & 2 Ave,2018
201,462.0,40.74691959,-74.00451887,W 22 St & 10 Ave,2018
202,465.0,40.75513557,-73.98658032,Broadway & W 41 St,2018
203,466.0,40.74395411,-73.99144871,W 25 St & 6 Ave,2018
204,467.0,40.68312489,-73.97895137,Dean St & 4 Ave,2018
205,468.0,40.7652654,-73.98192338,Broadway & W 56 St,2018
206,469.0,40.76344058,-73.98268129,Broadway & W 53 St,2018
207,470.0,40.74345335,-74.00004031,W 20 St & 8 Ave,2018
208,471.0,40.71286844,-73.95698119,Grand St & Havemeyer St,2018
209,472.0,40.745712100000006,-73.98194829,E 32 St & Park Ave,2018
210,473.0,40.72110063,-73.99192540000001,Rivington St & Chrystie St,2018
211,474.0,40.7451677,-73.98683077,5 Ave & E 29 St,2018
212,476.0,40.74394314,-73.97966069,E 31 St & 3 Ave,2018
213,477.0,40.75640548,-73.9900262,W 41 St & 8 Ave,2018
214,478.0,40.76030096,-73.99884222,11 Ave & W 41 St,2018
215,479.0,40.76019252,-73.9912551,9 Ave & W 45 St,2018
216,480.0,40.76669671,-73.99061728,W 53 St & 10 Ave,2018
217,481.0,40.71260486,-73.96264403,S 3 St & Bedford Ave,2018
218,482.0,40.73935542,-73.99931783,W 15 St & 7 Ave,2018
219,483.0,40.73223272,-73.98889957,E 12 St & 3 Ave,2018
220,484.0,40.75500254,-73.98014437,W 44 St & 5 Ave,2018
