,station id,station latitude,station longitude,station name,year
0,72,40.76727216,-73.99392888,W 52 St & 11 Ave,2019
1,79,40.71911552,-74.00666661,Franklin St & W Broadway,2019
2,82,40.71117416,-74.00016545,St James Pl & Pearl St,2019
3,83,40.68382604,-73.97632328,Atlantic Ave & Fort Greene Pl,2019
4,116,40.74177603,-74.00149746,W 17 St & 8 Ave,2019
5,119,40.69608941,-73.97803415,Park Ave & St Edwards St,2019
6,120,40.68676793,-73.95928168,Lexington Ave & Classon Ave,2019
7,127,40.73172428,-74.00674436,Barrow St & Hudson St,2019
8,128,40.72710258,-74.00297088,MacDougal St & Prince St,2019
9,143,40.69239502,-73.99337909,Clinton St & Joralemon St,2019
10,144,40.69839895,-73.98068914,Nassau St & Navy St,2019
11,146,40.71625008,-74.0091059,Hudson St & Reade St,2019
12,150,40.720873600000004,-73.98085795,E 2 St & Avenue C,2019
13,151,40.72210378668603,-73.99724900722505,Cleveland Pl & Spring St,2019
14,157,40.69089272,-73.99612349,Henry St & Atlantic Ave,2019
15,161,40.72917025,-73.99810231,LaGuardia Pl & W 3 St,2019
16,164,40.75323098,-73.97032517,E 47 St & 2 Ave,2019
17,167,40.7489006,-73.97604882,E 39 St & 3 Ave,2019
18,168,40.73971301,-73.99456405,W 18 St & 6 Ave,2019
19,173,40.76068327096592,-73.98452728986742,Broadway & W 49 St,2019
20,174,40.7381765,-73.97738662,E 25 St & 1 Ave,2019
21,195,40.70905623,-74.01043382,Liberty St & Broadway,2019
22,212,40.74334935,-74.00681753,W 16 St & The High Line,2019
23,216,40.70037867,-73.99548059,Columbia Heights & Cranberry St,2019
24,217,40.70277159,-73.99383605,Old Fulton St,2019
25,223,40.73781509,-73.99994661,W 13 St & 7 Ave,2019
26,224,40.71146364,-74.00552427,Spruce St & Nassau St,2019
27,228,40.7546011026,-73.971878855,E 48 St & 3 Ave,2019
28,229,40.72743423,-73.99379025,Great Jones St,2019
29,236,40.7284186,-73.98713956,St Marks Pl & 2 Ave,2019
30,237,40.73047309,-73.98672378,E 11 St & 2 Ave,2019
31,238,40.7361967,-74.00859207,Bank St & Washington St,2019
32,239,40.69196566,-73.9813018,Willoughby St & Fleet St,2019
33,241,40.68981035,-73.97493121,DeKalb Ave & S Portland Ave,2019
34,242,40.697787,-73.973736,Carlton Ave & Flushing Ave,2019
35,243,40.68841,-73.979458,Fulton St & Rockwell Pl,2019
36,244,40.69196035,-73.96536851,Willoughby Ave & Hall St,2019
37,245,40.69327018,-73.97703874,Myrtle Ave & St Edwards St,2019
38,247,40.73535398,-74.00483091,Perry St & Bleecker St,2019
39,248,40.72185379,-74.00771779,Laight St & Hudson St,2019
40,249,40.71870987,-74.0090009,Harrison St & Hudson St,2019
41,250,40.72456089,-73.99565293,Lafayette St & Jersey St,2019
42,251,40.72317958,-73.99480012,Mott St & Prince St,2019
43,252,40.73226398,-73.99852205,MacDougal St & Washington Sq,2019
44,254,40.73532427,-73.99800419,W 11 St & 6 Ave,2019
45,257,40.71939226,-74.00247214,Lispenard St & Broadway,2019
46,258,40.68940747,-73.96885458,DeKalb Ave & Vanderbilt Ave,2019
47,259,40.70122128,-74.01234218,South St & Whitehall St,2019
48,260,40.70365182,-74.01167797,Broad St & Bridge St,2019
49,261,40.69474881,-73.98362464,Johnson St & Gold St,2019
50,262,40.6917823,-73.97372990000001,Washington Park,2019
51,264,40.70706456,-74.00731853,Maiden Ln & Pearl St,2019
52,265,40.72229346,-73.99147535,Stanton St & Chrystie St,2019
53,266,40.72368361,-73.97574813,Avenue D & E 8 St,2019
54,267,40.75097711,-73.98765428,Broadway & W 36 St,2019
55,268,40.71910537,-73.99973337,Howard St & Centre St,2019
56,270,40.69308257,-73.97178913,Adelphi St & Myrtle Ave,2019
57,274,40.68691865,-73.976682,Lafayette Ave & Fort Greene Pl,2019
58,275,40.68650065,-73.96563307,Washington Ave & Greene Ave,2019
59,276,40.71748752,-74.0104554,Duane St & Greenwich St,2019
60,278,40.69766564,-73.98476437,Concord St & Bridge St,2019
61,279,40.707873,-74.00166999999999,Peck Slip & Front St,2019
62,280,40.73331967,-73.99510132,E 10 St & 5 Ave,2019
63,281,40.764397100000004,-73.97371465,Grand Army Plaza & Central Park S,2019
64,282,40.7076449441757,-73.96841526031494,Kent Ave & S 11 St,2019
65,284,40.7390169121,-74.0026376103,Greenwich Ave & 8 Ave,2019
66,285,40.73454567,-73.99074142,Broadway & E 14 St,2019
67,289,40.684568299999995,-73.95881081,Monroe St & Classon Ave,2019
68,291,40.713126,-73.984844,Madison St & Montgomery St,2019
69,293,40.73020660529954,-73.99102628231049,Lafayette St & E 8 St,2019
70,295,40.71406667,-73.99293911,Pike St & E Broadway,2019
71,296,40.71413089,-73.99704679999999,Division St & Bowery,2019
72,297,40.734232,-73.986923,E 15 St & 3 Ave,2019
73,298,40.68683208,-73.9796772,3 Ave & Schermerhorn St,2019
74,301,40.72217444,-73.98368779,E 2 St & Avenue B,2019
75,302,40.72082834,-73.97793172,Avenue D & E 3 St,2019
76,303,40.72362738,-73.99949601,Mercer St & Spring St,2019
77,304,40.70463334,-74.01361706,Broadway & Battery Pl,2019
78,305,40.76095756,-73.96724467,E 58 St & 3 Ave,2019
79,307,40.71427487,-73.98990025,Canal St & Rutgers St,2019
80,308,40.71307916,-73.99851193,St James Pl & Oliver St,2019
81,309,40.7149787,-74.013012,Murray St & West St,2019
82,310,40.68926942,-73.98912867,State St & Smith St,2019
83,311,40.7172274,-73.98802084,Norfolk St & Broome St,2019
84,312,40.722055,-73.989111,Allen St & Stanton St,2019
85,313,40.69610226,-73.96751037,Washington Ave & Park Ave,2019
86,314,40.69383,-73.990539,Cadman Plaza West & Montague St,2019
87,315,40.70355377,-74.00670227,South St & Gouverneur Ln,2019
88,316,40.70955958,-74.00653609,Fulton St & William St,2019
89,317,40.72453734,-73.98185424,E 6 St & Avenue B,2019
90,319,40.711065999999995,-74.009447,Fulton St & Broadway,2019
91,320,40.717571,-74.005549,Leonard St & Church St,2019
92,321,40.69991755,-73.98971773,Cadman Plaza E & Red Cross Pl,2019
93,323,40.69236178,-73.98631746,Lawrence St & Willoughby St,2019
94,324,40.689888,-73.981013,DeKalb Ave & Hudson Ave,2019
95,325,40.73624527,-73.98473765,E 19 St & 3 Ave,2019
96,326,40.72953837,-73.98426726,E 11 St & 1 Ave,2019
97,327,40.715337899999994,-74.01658354,Vesey Pl & River Terrace,2019
98,328,40.72405549,-74.00965965,Watts St & Greenwich St,2019
99,330,40.71450451,-74.00562789,Reade St & Broadway,2019
100,331,40.71173107,-73.99193043,Pike St & Monroe St,2019
101,332,40.71219906,-73.97948148,Cherry St,2019
102,334,40.74238787,-73.99726235,W 20 St & 7 Ave,2019
103,335,40.72903917,-73.99404649,Washington Pl & Broadway,2019
104,336,40.73047747,-73.99906065,Sullivan St & Washington Sq,2019
105,337,40.703799200000006,-74.00838676,Old Slip & Front St,2019
106,339,40.72580614,-73.97422494,Avenue D & E 12 St,2019
107,340,40.71269042,-73.98776323,Madison St & Clinton St,2019
108,341,40.71782143,-73.97628939,Stanton St & Mangin St,2019
109,342,40.71739973,-73.98016555,Columbia St & Rivington St,2019
110,343,40.69794,-73.96986848,Clinton Ave & Flushing Ave,2019
111,344,40.6851443,-73.95380904,Monroe St & Bedford Ave,2019
112,346,40.73652889,-74.00618026,Bank St & Hudson St,2019
113,347,40.728846000000004,-74.00859100000001,Greenwich St & W Houston St,2019
114,349,40.71850211,-73.98329859,Rivington St & Ridge St,2019
115,350,40.71559509,-73.9870295,Clinton St & Grand St,2019
116,351,40.70530954,-74.00612572,Front St & Maiden Ln,2019
117,353,40.68539567,-73.97431458,S Portland Ave & Hanson Pl,2019
118,354,40.69363137,-73.96223558,Emerson Pl & Myrtle Ave,2019
119,355,40.71602118,-73.99974372,Bayard St & Baxter St,2019
120,356,40.71622644,-73.98261206,Bialystoker Pl & Delancey St,2019
121,358,40.73291553,-74.00711384,Christopher St & Greenwich St,2019
122,359,40.75510267,-73.97498696,E 47 St & Park Ave,2019
123,360,40.70717936,-74.00887308,William St & Pine St,2019
124,361,40.71605866,-73.99190759,Allen St & Hester St,2019
125,362,40.75172632,-73.98753523,Broadway & W 37 St,2019
126,363,40.70834698,-74.01713445,West Thames St,2019
127,364,40.68900443,-73.96023854,Lafayette Ave & Classon Ave,2019
128,366,40.693261,-73.968896,Clinton Ave & Myrtle Ave,2019
129,368,40.73038599,-74.00214988,Carmine St & 6 Ave,2019
130,369,40.73224119,-74.00026394,Washington Pl & 6 Ave,2019
131,372,40.694546087246025,-73.95801365375519,Franklin Ave & Myrtle Ave,2019
